Timestamp,Multimeter Temp (C)
2025-02-11 15:46:27,22.0
2025-02-11 15:46:28,22.0
2025-02-11 15:46:28,22.0
2025-02-11 15:46:29,22.0
2025-02-11 15:46:29,22.0
2025-02-11 15:46:30,22.0
2025-02-11 15:46:30,22.0
2025-02-11 15:46:31,22.0
2025-02-11 15:46:31,22.0
2025-02-11 15:46:32,22.0
2025-02-11 15:46:32,22.0
2025-02-11 15:46:33,22.0
2025-02-11 15:46:33,22.0
2025-02-11 15:46:34,22.0
2025-02-11 15:46:34,22.0
2025-02-11 15:46:35,22.0
2025-02-11 15:46:36,22.0
2025-02-11 15:46:36,21.9
2025-02-11 15:46:37,21.9
2025-02-11 15:46:37,21.9
2025-02-11 15:46:38,22.1
2025-02-11 15:46:38,22.1
2025-02-11 15:46:39,22.1
2025-02-11 15:46:39,22.1
2025-02-11 15:46:40,22.1
2025-02-11 15:46:40,22.1
2025-02-11 15:46:41,22.1
2025-02-11 15:46:41,22.0
2025-02-11 15:46:42,21.9
2025-02-11 15:46:42,21.8
2025-02-11 15:46:43,21.9
2025-02-11 15:46:43,22.0
2025-02-11 15:46:44,21.9
2025-02-11 15:46:44,22.0
2025-02-11 15:46:45,22.0
2025-02-11 15:46:45,22.0
2025-02-11 15:46:46,22.0
2025-02-11 15:46:46,22.0
2025-02-11 15:46:47,22.0
2025-02-11 15:46:47,22.0
2025-02-11 15:46:48,22.0
2025-02-11 15:46:48,22.0
2025-02-11 15:46:49,22.0
2025-02-11 15:46:49,22.0
2025-02-11 15:46:50,22.0
2025-02-11 15:46:50,22.1
2025-02-11 15:46:51,22.1
2025-02-11 15:46:51,22.0
2025-02-11 15:46:52,22.0
2025-02-11 15:46:52,22.1
2025-02-11 15:46:53,22.1
2025-02-11 15:46:53,22.0
2025-02-11 15:46:54,22.0
2025-02-11 15:46:54,22.0
2025-02-11 15:46:55,22.0
2025-02-11 15:46:56,22.0
2025-02-11 15:46:56,22.0
2025-02-11 15:46:57,22.0
2025-02-11 15:46:57,22.0
2025-02-11 15:46:58,22.0
2025-02-11 15:46:58,22.1
2025-02-11 15:46:59,22.1
2025-02-11 15:46:59,22.0
2025-02-11 15:47:00,22.0
2025-02-11 15:47:00,22.0
2025-02-11 15:47:01,21.9
2025-02-11 15:47:01,21.9
2025-02-11 15:47:02,21.9
2025-02-11 15:47:02,22.0
2025-02-11 15:47:03,22.0
2025-02-11 15:47:03,22.0
2025-02-11 15:47:04,22.0
2025-02-11 15:47:04,22.0
2025-02-11 15:47:05,22.0
2025-02-11 15:47:05,21.9
2025-02-11 15:47:06,22.0
2025-02-11 15:47:06,22.0
2025-02-11 15:47:07,22.0
2025-02-11 15:47:07,22.0
2025-02-11 15:47:08,22.1
2025-02-11 15:47:08,22.1
2025-02-11 15:47:09,22.1
2025-02-11 15:47:09,22.1
2025-02-11 15:47:10,22.0
2025-02-11 15:47:10,22.0
2025-02-11 15:47:11,22.0
2025-02-11 15:47:12,22.0
2025-02-11 15:47:12,22.0
2025-02-11 15:47:13,22.0
2025-02-11 15:47:13,22.0
2025-02-11 15:47:14,22.0
2025-02-11 15:47:14,22.0
2025-02-11 15:47:15,22.0
2025-02-11 15:47:15,22.0
2025-02-11 15:47:16,22.0
2025-02-11 15:47:16,22.0
2025-02-11 15:47:17,22.0
2025-02-11 15:47:17,22.0
2025-02-11 15:47:18,22.0
2025-02-11 15:47:18,22.0
2025-02-11 15:47:19,22.0
2025-02-11 15:47:19,22.0
2025-02-11 15:47:20,22.0
2025-02-11 15:47:20,22.0
2025-02-11 15:47:21,22.0
2025-02-11 15:47:21,22.0
2025-02-11 15:47:22,22.0
2025-02-11 15:47:22,22.0
2025-02-11 15:47:23,22.0
2025-02-11 15:47:23,22.0
2025-02-11 15:47:24,22.0
2025-02-11 15:47:24,22.0
2025-02-11 15:47:25,22.0
2025-02-11 15:47:25,22.0
2025-02-11 15:47:26,22.1
2025-02-11 15:47:26,22.1
2025-02-11 15:47:27,22.1
2025-02-11 15:47:27,22.0
2025-02-11 15:47:28,22.0
2025-02-11 15:47:28,22.0
2025-02-11 15:47:29,22.0
2025-02-11 15:47:29,22.0
2025-02-11 15:47:30,22.0
2025-02-11 15:47:31,21.9
2025-02-11 15:47:31,22.0
2025-02-11 15:47:32,22.0
2025-02-11 15:47:32,22.0
2025-02-11 15:47:33,22.0
2025-02-11 15:47:33,22.0
2025-02-11 15:47:34,22.0
2025-02-11 15:47:34,22.0
2025-02-11 15:47:35,22.0
2025-02-11 15:47:35,22.0
2025-02-11 15:47:36,22.0
2025-02-11 15:47:36,22.0
2025-02-11 15:47:37,22.0
2025-02-11 15:47:37,22.0
2025-02-11 15:47:38,22.0
2025-02-11 15:47:38,22.0
2025-02-11 15:47:39,22.0
2025-02-11 15:47:39,22.0
2025-02-11 15:47:40,21.9
2025-02-11 15:47:40,22.0
2025-02-11 15:47:41,22.0
2025-02-11 15:47:41,22.0
2025-02-11 15:47:42,21.9
2025-02-11 15:47:42,21.9
2025-02-11 15:47:43,22.0
2025-02-11 15:47:43,21.9
